No,LocID,Location,MidPeriod,TFR,NRR,CBR,Births,LEx,IMR,Deaths,CNMR,GrowthRate,NatIncr,SRB,RANDOM
789,583,Micronesia (Fed. States of),2018,3.076,1.413,22.857,12.795,67.7,23.486,3.669,-5.357,1.095,16.303,1.06,0.920218035
776,175,Mayotte,2013,4.1,2,31.712,35.576,79.34,4.195,2.784,-1.337,2.794,29.23,1.03,0.59485112
1089,626,Timor-Leste,2018,4.1,1.88,29.741,186.979,69.15,37.336,37.906,-4.283,1.944,23.712,1.05,0.545815436
725,1481,Less developed: Latin America and the Caribbean,2013,2.138,1.01,17.693,53754.486,74.44,17.093,18342.344,-0.932,1.073,11.656,1.05,0.357022114
960,643,Russian Federation,2018,1.821,0.869,12.77,9287.596,72.29,5.759,9250.472,1.254,0.131,0.051,1.059,0.149384798
242,174,Comoros,2013,4.6,1.98,34.44,126.32,62.83,58.061,28.588,-2.726,2.395,26.646,1.05,0.225907053
1101,788,Tunisia,2018,2.2,1.048,17.714,1018.469,76.41,12.678,359.803,-0.348,1.111,11.456,1.055,0.540163655
637,296,Kiribati,2008,3.88,1.702,29.508,14.404,65.04,51.436,3.506,-0.604,2.174,22.326,1.07,0.295257728
647,2087,LLDC: Africa,2013,5.278,2.219,38.867,53911.268,59.74,56.482,12568.483,-1.297,2.856,29.806,1.04,0.974740121
771,478,Mauritania,2018,4.585,1.997,33.872,736.369,64.61,53.437,158.012,1.15,2.78,26.604,1.05,0.578601809
777,175,Mayotte,2018,3.729,1.819,28.267,36.24,79.34,4.195,3.442,0,2.562,25.582,1.03,0.95754861
758,462,Maldives,2013,2.113,0.999,18.352,37.652,76.82,8.95,6.827,28.445,4.364,15.024,1.08,0.27064682
1057,144,Sri Lanka,2008,2.279,1.088,18.375,1828.624,74.93,10.166,591.809,-5.226,0.72,12.428,1.044,0.754238487
1130,1704,UNFPA: West and Central Africa (WCA),2013,5.485,2.14,39.674,74638.26,55.06,69.056,21979.246,-0.856,2.718,27.991,1.05,0.727652219
345,2060,ESCAP: ADB Group C (Regular OCR only),2018,1.872,0.864,13.641,140050.659,75.51,12.653,71070.851,-0.324,0.639,6.719,1.1,0.666896591
632,398,Kazakhstan,2013,2.673,1.26,22.62,1912.795,69.07,14.122,752.864,1.89,1.561,13.717,1.061,0.69815018
294,180,Democratic Republic of the Congo,2018,5.963,2.473,41.418,17168.551,60.21,64.919,3970.989,0.288,3.22,31.838,1.03,0.48404446
1245,858,Uruguay,2018,1.98,0.949,13.922,239.654,77.69,8.698,162.93,-0.871,0.359,4.457,1.05,0.401987339
1142,1587,UNICEF Programme Regions: Eastern and Southern Africa (ESARO),2013,4.618,2.001,35.62,79701.4,60.32,51.123,19503.932,-0.388,2.655,26.903,1.03,0.125943306
487,917,Europe,2008,1.557,0.736,10.877,39857.076,75.3,6.433,41375.15,2.359,0.194,-0.415,1.06,0.976514281
1115,1611,UNFPA: Arab States (AS),2013,3.578,1.628,28.67,46704.893,69.96,30.339,9722.66,-1.957,2.076,22.702,1.05,0.310472566
893,909,Oceania,2013,2.436,1.118,17.436,3344.683,77.35,20.456,1315.97,4.988,1.557,10.576,1.07,0.097851709
1022,706,Somalia,2013,6.61,2.563,42.969,2775.898,54.86,79.435,789.172,-3.613,2.718,30.753,1.03,0.109119088
1064,947,Sub-Saharan Africa,2013,5.097,2.097,37.911,170121.924,57.85,60.952,45423.839,-0.554,2.728,27.788,1.04,0.427941405
476,233,Estonia,2013,1.591,0.766,10.755,71.181,76.76,3.201,77.437,-1.589,-0.253,-0.945,1.054,0.686719463
1295,1598,WHO: Western Pacific region (WPRO),2013,1.764,0.799,13.453,124538.548,75.82,13.713,64685.994,-0.081,0.638,6.465,1.13,0.751453463
1237,1111,United States of America (and dependencies),2008,2.052,0.987,13.807,21123.598,78.19,6.801,12422.098,3.437,0.913,5.688,1.05,0.822818567
995,688,Serbia,2013,1.461,0.698,9.797,437.634,74.75,6.072,581.668,0.662,-0.256,-3.224,1.071,0.027674253
266,2098,Countries with Access to the Sea: Northern America,2013,1.849,0.89,12.383,21679.589,79.23,5.846,14134.682,3.541,0.785,4.31,1.05,0.953196752
716,934,"Less developed regions, excluding least developed countries",2013,2.378,1.054,19.059,479686.113,70.51,31.593,176181.442,-0.274,1.179,12.059,1.08,0.001682017
1077,756,Switzerland,2018,1.535,0.743,10.32,437.351,83.56,3.369,339.509,6.135,0.845,2.309,1.052,0.860782641
128,64,Bhutan,2013,2.12,0.972,18.237,64.44,69.41,30.465,22.36,0.085,1.2,11.909,1.04,0.429106588
824,104,Myanmar,2013,2.25,1.019,18.64,4812.829,64.68,43.662,2204.708,-2.046,0.806,10.101,1.03,0.393947948
